Date,Close,High,Low,Open,Volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2020-01-02,67.96522521972656,67.96522521972656,66.86332820436425,66.95867127115037,27278000
2020-01-03,67.60968780517578,68.21700271420914,66.90455208946976,66.93832337803212,23408000
2020-01-06,69.4117660522461,69.43708883609668,67.08729816087028,67.11857657252054,46768000
2020-01-07,69.2776870727539,69.69431580950295,69.10140504019108,69.54335656021222,34330000
2020-01-08,69.77078247070312,70.10894997178289,69.15453414305767,69.26328117365361,35314000
2020-01-09,70.50323486328125,70.94468628827275,70.0275120595761,70.60949659555637,33200000
2020-01-10,70.95858764648438,71.25554310798687,70.49379866523805,70.98391800569446,26258000
2020-01-13,71.50830841064453,71.58030634593166,70.78032760337808,71.2709395073884,30730000
2020-01-14,71.03953552246094,71.63740929797085,70.89949492783481,71.50680981258097,26076000
2020-01-15,71.46708679199219,71.54554802109986,71.09267026131843,71.1602052622877,21550000
2020-01-16,72.01132202148438,72.03813749528578,71.50679861852703,71.77743107904257,26080000
2020-01-17,73.46928405761719,73.52042972169289,72.32865240023932,72.62610042823279,52424000
2020-01-21,73.60484313964844,73.9837301623698,73.00696178186003,73.44345017940596,48930000
2020-01-22,73.6852798461914,74.51505937450915,73.6252007502099,73.97627967986148,28458000
2020-01-23,73.72599792480469,74.16348648276097,73.50899638662688,73.86802372289836,26650000
2020-01-24,72.80634307861328,74.198239790935,72.65786156843807,74.12971219458755,29786000
2020-01-27,71.09615325927734,71.33699250078811,70.48883829793303,71.08671972598552,34132000
2020-01-28,72.0282211303711,72.24174479037791,71.02811510182957,71.59321781876741,29724000
2020-01-29,72.33609008789062,72.70554357944198,71.77446531610946,72.42348475495831,21566000
2020-01-30,72.21442413330078,72.2640770892506,71.25851569994795,71.41245274451937,27110000
2020-01-31,71.14827728271484,72.98014026995669,70.86423327330586,72.8902603105145,43822000
2020-02-03,73.6222152709961,73.80595319465691,72.33161718194921,72.58188991973289,71636000
2020-02-04,71.77545928955078,72.86444505255666,70.61446801787635,72.2263518292056,95880000
2020-02-05,71.80723571777344,72.72738774441514,70.99434560329382,72.67921990211404,36376000
2020-02-06,73.2929916381836,73.57057995499277,72.02722376835176,72.1017069989846,37822000
2020-02-07,73.44891357421875,73.75380988182637,72.76860814708976,72.866929041931,28360000
2020-02-10,74.91629791259766,74.92722414087224,73.25476107852305,73.3555672789149,38302000
2020-02-11,74.9858169555664,75.97003370117069,74.7568965647971,75.14521713630961,34852000
2020-02-12,75.41138458251953,75.49430874131542,74.91679471215745,75.27382928475085,31042000
2020-02-13,75.15116119384766,75.77485771590666,74.68487202602496,74.98282003715812,22914000
2020-02-14,75.41633605957031,75.48188583916784,74.76184602231503,75.20777546733567,23198000
2020-02-18,75.45160675048828,76.00379801654766,75.03299279148968,75.19835617848237,25642000
2020-02-19,75.72123718261719,76.01272951679007,75.52807331271677,75.83694001450749,22746000
2020-02-20,75.3299331665039,75.83047858226682,74.69778810222495,75.43023925511834,25962000
2020-02-21,73.66492462158203,75.03001360117807,73.41812977284052,74.71369096599916,42520000
2020-02-24,70.5067138671875,71.32705999683778,69.85769434365108,70.6651214576265,49560000
2020-02-25,68.84119415283203,71.35038478690109,68.54821669209058,71.0598926260904,51580000
