Date,Close,High,Low,Open,Volume
,AMAT,AMAT,AMAT,AMAT,AMAT
2020-01-02,58.887882232666016,59.313920682948115,58.41450697936736,58.69853140903324,6647900
2020-01-03,57.950592041015625,58.4429026902515,57.33520643814545,57.45828139177976,5415200
2020-01-06,56.70088195800781,57.240529407360015,56.14229906690706,56.66301107451069,8586000
2020-01-07,58.3387565612793,58.79319630372404,56.93756645251652,57.06064501137635,7970400
2020-01-08,58.3008918762207,58.887876118123685,57.98846250793231,58.4145009139773,4364400
2020-01-09,58.670127868652344,59.50326568316067,57.95059548790755,58.88788004368746,5713500
2020-01-10,58.196746826171875,59.37071527109985,57.941123791010284,59.200299914325456,4456100
2020-01-13,58.518646240234375,58.651190724535674,58.07367237588029,58.20621686018159,4111100
2020-01-14,59.02989196777344,60.16599328503269,58.77427251208914,58.78373842795775,7998000
2020-01-15,58.63225555419922,59.04882445130194,58.08313856061413,58.98255220884392,6314100
2020-01-16,59.84409713745117,59.86303258049086,59.143503802815154,59.257112849486795,5733800
2020-01-17,59.50325393676758,60.41213695468622,59.20029413464994,60.39320151560815,6327800
2020-01-21,59.83462142944336,60.48787785535432,59.31390947155208,59.399117145502714,5777400
2020-01-22,60.48788070678711,61.16007260432637,60.232257672884984,60.30799943621868,5598700
2020-01-23,60.48788070678711,60.838180944856354,59.76835201294732,60.715098773656074,6540700
2020-01-24,58.69852828979492,61.47250741564118,58.3292961896936,61.34943245665166,8007500
2020-01-27,55.90561294555664,57.23106501058991,55.68786077702064,56.75768978901608,9350600
2020-01-28,56.98490905761719,57.13638898720745,55.7825355364342,56.577806069674665,6228100
2020-01-29,56.634613037109375,57.42988357932979,56.32218725886195,56.87130065548966,6515300
2020-01-30,57.04171371459961,58.72692833337122,56.255909119917206,58.26302264265077,9656100
2020-01-31,54.902061462402344,56.66301430667175,54.466553500475726,56.63461294821195,10132200
2020-02-03,56.53994369506836,57.04172032814572,55.53638681734692,55.55532226163224,7847300
2020-02-04,59.65473175048828,60.260654945087836,57.94111610688892,58.13993279290339,12322100
2020-02-05,60.402679443359375,61.008602779677545,59.52220121471501,60.573094817391606,8252100
2020-02-06,59.825157165527344,60.74350983138186,59.692612685849895,60.610958128572,4870600
2020-02-07,58.42395782470703,59.62633109131777,58.34821968173075,59.49378663243505,6093200
2020-02-10,59.56953430175781,59.60740518508508,57.82751700749822,57.82751700749822,5121100
2020-02-11,61.01805877685547,61.25474637059522,59.96716889436646,60.213322402766735,6203800
2020-02-12,61.88907241821289,62.18256271264738,61.17900966215638,61.47249995659087,11592200
2020-02-13,63.78258514404297,65.7423584318653,62.43819391582321,63.195597221210875,21742700
2020-02-14,63.2902717590332,64.28436270907702,63.006250932687365,63.86779016267643,8104000
2020-02-18,61.88465881347656,62.682431739403505,60.64050258962293,61.001406076403754,10208500
2020-02-19,64.02155303955078,64.33495965780624,62.93884994104697,63.157291883121445,8502600
2020-02-20,63.062320709228516,63.96456484847734,61.94163462531358,63.63215949432742,7535900
2020-02-21,61.039390563964844,62.805896081850385,60.43156511042379,62.59696072409659,9658100
2020-02-24,58.00974655151367,58.74103844363488,57.363927229711635,58.057232520451166,11223700
2020-02-25,55.901336669921875,59.149424795478325,55.540436781655416,58.80752001953612,9942500
2020-02-26,56.80358123779297,57.70582547096613,56.32871432646099,56.5851428933339,10851500
2020-02-27,54.13483428955078,55.55943519190738,53.56499537778712,54.324781801121155,15746200
2020-02-28,55.19853591918945,55.255521260202386,51.361613531339046,51.466081222108194,14943900
2020-03-02,57.13599395751953,57.164484816511994,54.13483483774823,55.74938326802495,10795200
2020-03-03,55.12255096435547,58.29466202100307,54.666679172273696,56.955537499591934,14036600
2020-03-04,57.47788619995117,57.60135260019045,55.3409852916284,56.45217202494183,7925800
2020-03-05,56.157752990722656,57.401901781269984,55.331482088283096,55.616405087991325,9842500
2020-03-06,54.88511657714844,55.54043158779104,53.422525671479775,54.13482601376617,8958500
2020-03-09,49.452632904052734,52.54876675952226,49.386151835648164,50.155437428118034,10305900
2020-03-10,53.346553802490234,53.346553802490234,49.9275130592281,51.66552791273379,10107400
2020-03-11,49.85152816772461,52.22586263970155,48.82581393681606,51.55154889622047,12974200
2020-03-12,42.84249496459961,47.8285977249825,42.832995597157996,46.328016488557395,18043700
2020-03-13,48.33195877075195,48.654868449549674,43.070431966849874,46.2235483019582,15539300
2020-03-16,38.492713928222656,44.352573993509345,38.37874687429094,41.835777701447384,13763000
2020-03-17,42.60505676269531,43.75423373495044,37.77091181234741,39.6608799530072,16361200
2020-03-18,37.210567474365234,39.66087859033309,34.7982429537936,38.53069676673298,18870000
2020-03-19,38.169795989990234,39.95529635532822,35.00718466193299,36.73569970117258,13066600
2020-03-20,36.08039093017578,41.08548518344415,35.89993917811621,39.40445943968556,13967100
2020-03-23,38.15079116821289,39.451928610761634,36.013890893349554,36.697700140648415,15138400
2020-03-24,42.87098693847656,43.91569638450816,40.86704786382732,42.0162286167568,16338500
2020-03-25,42.481590270996094,45.796162657917755,41.56984673903853,42.6715377458906,11550700
2020-03-26,46.726905822753906,46.90735394875009,43.06093260733207,43.90619514833871,11864900
2020-03-27,42.78550338745117,45.7106849858459,42.58606017563697,45.30229919616161,10624200
2020-03-30,44.92241668701172,45.121859954004,43.051443203452166,43.117924292449594,7839200
2020-03-31,43.51679992675781,44.903410325609975,42.88048005631965,44.79893903393882,11068000
2020-04-01,41.123477935791016,43.85871263478662,40.67710545781605,41.62683937606963,10665900
2020-04-02,41.066490173339844,42.22516291941861,40.01228509961284,40.36368558320623,8764600
2020-04-03,40.154747009277344,41.42739054459143,39.48993619623411,41.27543326976052,9488600
2020-04-06,43.83021926879883,44.11513870338352,42.396119105438636,42.586066602810824,12046500
2020-04-07,45.16934585571289,46.50847051772408,43.97267910577682,45.58722746992618,11962600
2020-04-08,48.87330627441406,49.025263555516915,46.08108987554396,46.1855611856048,14429000
2020-04-09,47.097293853759766,50.08895642781943,46.23303634037865,49.38615190279853,11654400
2020-04-13,47.37273025512695,47.458206455210515,45.938629967385836,46.82188282726679,5750000
