Date,Close,High,Low,Open,Volume
,AVGO,AVGO,AVGO,AVGO,AVGO
2020-01-02,27.788623809814453,27.798106702432538,27.351613384105256,27.524003757068918,20329000
2020-01-03,27.081819534301758,27.582615864339612,27.072338286299132,27.367988161158237,22870000
2020-01-06,27.041301727294922,27.05854125354583,26.688761142506962,26.793919622154743,20789000
2020-01-07,26.948213577270508,27.28782537707801,26.91459764818756,27.17318399443592,18565000
2020-01-08,26.61204719543457,27.02147688852958,26.583601813624117,26.977516591209636,31979000
2020-01-09,26.398290634155273,26.978387897172787,26.121603215347083,26.92063727350689,42397000
2020-01-10,25.791473388671875,26.337091569855588,25.755269715085372,26.32847180414949,40705000
2020-01-13,25.960412979125977,26.18624489407865,25.830256670345786,25.860426668608028,22054000
2020-01-14,26.563777923583984,26.64738781504013,25.995748209146225,26.031088743728994,28911000
2020-01-15,26.12936019897461,26.537928563156505,25.91904316704335,26.488797704830336,22733000
2020-01-16,26.46638298034668,26.536200940584152,26.221586911788993,26.289681905432904,21508000
2020-01-17,26.616361618041992,26.629290442896455,26.209517936227996,26.60515575967373,26896000
2020-01-21,26.554298400878906,26.678421029194467,26.404318124703178,26.531026846615127,21967000
2020-01-22,26.97665786743164,27.403325485816612,26.763753155766143,26.789612446961407,29264000
2020-01-23,27.552448272705078,27.565377098152847,26.79134094491478,27.167153162651314,30266000
2020-01-24,27.92739486694336,28.580757463206883,27.648981283422955,28.48766467829753,55782000
2020-01-27,26.63704490661621,27.572268679616563,26.60342898038125,27.27316963192866,38843000
2020-01-28,27.436948776245117,27.516249637426565,26.959425574535622,27.024934481234823,23166000
2020-01-29,27.36798667907715,28.050656226921397,27.33609535970917,27.65329545127631,23668000
2020-01-30,27.168874740600586,27.196456999034645,26.599120340432744,27.093021474842065,21128000
2020-01-31,26.303468704223633,27.115431348803654,26.170726320186176,27.079229328807557,22123000
2020-02-03,26.30950355529785,26.427590867150275,26.172452105416305,26.343980966533977,21288000
2020-02-04,26.858566284179688,27.11456814539784,26.690485017989754,26.874944326882687,22559000
2020-02-05,27.35678482055664,27.566240342772403,27.22576702274798,27.367127552148446,24825000
2020-02-06,27.555891036987305,27.572269080809157,27.085263130694628,27.482625513510385,22683000
2020-02-07,27.171463012695312,27.45504554465805,27.140431530923635,27.43780765928713,15883000
2020-02-10,27.08267593383789,27.11715334228947,26.746513392189385,26.9249373923336,19218000
2020-02-11,27.59640121459961,27.65070424308272,27.23869008428393,27.293856239922768,15527000
2020-02-12,27.987733840942383,28.021348125256793,27.72311054177976,27.758451080546394,15310000
2020-02-13,27.9248104095459,28.053243745434006,27.66450109305195,27.710182719664687,13857000
2020-02-14,27.390396118164062,28.073927092401494,27.332643866713678,27.99980008507415,19137000
2020-02-18,26.78530502319336,27.152497445093964,26.55257632037618,27.151635961883716,26693000
2020-02-19,27.21111488342285,27.309378236462287,26.86719396981089,26.979247632296612,20525000
2020-02-20,26.655147552490234,27.211109992403596,26.386216838000465,27.061991200966784,25521000
2020-02-21,26.24658203125,26.673249674782777,26.056089022869763,26.59136438058253,24522000
2020-02-24,25.134658813476562,25.755267084457355,25.00191805207554,25.35876776678819,36849000
2020-02-25,24.365795135498047,25.490649050965906,24.227020692203084,25.351011480284022,31892000
2020-02-26,24.64161491394043,24.841589149258414,24.47956730857723,24.50973565829635,23074000
2020-02-27,23.613304138183594,24.592486670989704,23.577963597904777,24.160646838743894,34837000
2020-02-28,23.4986629486084,23.62881925285447,22.64705061819397,22.697906076955636,44586000
2020-03-02,24.56317901611328,24.60024416568144,23.37195492376452,23.8555133261546,31976000
2020-03-03,23.63916778564453,24.865732767605465,23.40816363444751,24.53560376826262,29930000
2020-03-04,24.60455322265625,24.627826421024977,23.683982814731266,23.92274518070285,23477000
2020-03-05,23.621061325073242,24.40113274684439,23.484011508978888,23.898611822342524,24374000
2020-03-06,23.22542381286621,23.35299402699322,22.626364148923972,23.012520724275028,30169000
2020-03-09,21.35239028930664,22.434146841589765,21.05329121662112,21.642008114728533,43934000
2020-03-10,22.660842895507812,22.728074756642453,20.980026638518154,22.116947759504264,55071000
2020-03-11,21.201547622680664,22.108326049273302,20.901587079614508,21.883355641973687,36030000
2020-03-12,18.857891082763672,20.924862462044533,18.645849460193993,19.565556878606998,64281000
2020-03-13,20.188751220703125,20.210299810065667,17.339120847900354,19.43798666166203,84714000
2020-03-16,16.1685848236084,18.859613674527154,15.535047706533478,17.94421697897557,76935000
2020-03-17,17.1968994140625,17.23999659421906,15.64279181784005,16.534053800986978,70662000
2020-03-18,14.469667434692383,16.159963231116972,13.418080048967303,16.003087798393775,98993000
2020-03-19,16.7607479095459,17.883015581850543,14.222285669725094,14.449842187831033,74438000
2020-03-20,16.850162506103516,18.29305948697091,16.472344595365765,17.70748586605902,74044000
2020-03-23,16.959741592407227,17.178893676521035,15.581712846092206,16.908021687180387,46921000
2020-03-24,18.65071678161621,19.172299773603996,17.645247655289754,18.026571785501115,62970000
2020-03-25,19.070608139038086,21.389236923384583,18.340395116272184,18.600746821129285,64442000
2020-03-26,21.316476821899414,21.459364023424502,19.81397172566277,19.81397172566277,60213000
2020-03-27,20.222475051879883,21.22180787828528,20.161988871250454,20.424970665989512,39448000
2020-03-30,21.048234939575195,21.15781094234721,20.02523353820739,20.354837673010444,52343000
2020-03-31,20.784379959106445,22.152766103971963,20.69321429655816,20.863274832155568,50191000
