Date,Close,High,Low,Open,Volume
,ASML,ASML,ASML,ASML,ASML
2020-01-02,286.9032287597656,287.3674778174166,284.79998421228964,285.4252762574922,573600
2020-01-03,282.27984619140625,284.9325734649592,282.0050901447515,282.3651093274249,410800
2020-01-06,280.0344543457031,280.1671051592115,277.0501290798968,277.75122968512005,617600
2020-01-07,283.0757751464844,285.3779674575557,281.7683487241268,282.9620909206394,477700
2020-01-08,286.0126647949219,287.24428212185086,284.16520989196613,284.8473439732431,536900
2020-01-09,285.5294494628906,287.92638737147985,284.47781294130374,287.3295164960602,579700
2020-01-10,280.6030578613281,284.70534723281855,280.01567002270275,284.26951910329313,447700
2020-01-13,285.5958251953125,285.75686817932086,281.85355632778334,282.9714895449588,405700
2020-01-14,286.637939453125,289.81175827781516,282.77253211134416,283.4167618495471,609600
2020-01-15,284.2978515625,287.0169336686193,283.98522000512355,285.7379285633144,505300
2020-01-16,285.2452392578125,287.007431018403,283.7957079461059,286.6379284720061,547500
2020-01-17,284.2599182128906,285.21677933230876,283.53039653997456,285.07467410789604,743900
2020-01-21,282.7061462402344,285.40626104843227,281.82506497086626,282.43139020877135,573000
2020-01-22,280.66925048828125,285.79472448991197,280.4418821196516,284.75257127942666,1108600
2020-01-23,278.8407897949219,281.47457966974383,276.2259376484934,281.3135077844303,713000
2020-01-24,280.2713928222656,283.5873172362983,279.0018709446868,281.2756708157909,977800
2020-01-27,269.3288269042969,273.4405692972624,268.84564014309194,272.0573633468791,889100
2020-01-28,274.91845703125,274.9942657549085,270.1624860174439,271.1762180803398,1636100
2020-01-29,280.5650939941406,282.60201305207363,278.26287324743674,280.4987685719479,965500
2020-01-30,278.8976745605469,279.20085173660027,275.25963518560684,275.49648693329226,794100
2020-01-31,265.8992004394531,273.09001470315275,265.4349803516478,272.8531629991604,1272600
2020-02-03,273.0047912597656,273.65850437085277,268.41934507316284,268.7130389158176,823200
2020-02-04,283.4925231933594,283.52094423845296,278.7554895940405,279.3997192245338,795300
2020-02-05,290.2096862792969,291.1855142221691,287.11164723646414,291.1855142221691,1042000
2020-02-06,293.269775390625,293.326617487949,290.49388029190754,291.35602398473804,698000
2020-02-07,288.9306640625,289.55595604405113,287.2537643705416,288.6464535765959,1775900
2020-02-10,293.3929443359375,293.4119109768461,288.01168040424164,288.0495847734965,373000
2020-02-11,299.38995361328125,299.6362596561528,296.5477339585748,296.5761549986197,789900
2020-02-12,300.74481201171875,301.0006014350349,298.6699888404724,299.0300080446245,656100
2020-02-13,300.5648498535156,301.62594099373354,297.5047150477444,298.38582547003705,742200
2020-02-14,299.6648254394531,302.4312666277962,297.96898771006465,300.6785578782948,661400
2020-02-18,292.91925048828125,293.89507841241175,290.74970956294857,291.23286740835005,757100
2020-02-19,300.6974792480469,300.92484764399546,294.6435354928484,294.7856407403163,1093900
2020-02-20,296.9836730957031,299.9300949841906,294.11303104559664,299.2385063790504,1118400
2020-02-21,289.906494140625,294.48245647367014,288.7032978577795,293.88561444875654,1134600
2020-02-24,275.12701416015625,279.7030066126386,273.1090324250614,273.84800880146247,1347400
2020-02-25,269.62249755859375,280.36608719375863,269.4803923212029,280.00606798399446,1166700
2020-02-26,271.2615051269531,276.93646225571706,270.56988779723457,274.22689285343847,861100
2020-02-27,262.6496276855469,271.76367752047145,261.3611392552887,264.1938766600452,1373900
2020-02-28,262.15692138671875,262.86747647006115,251.99126516507204,253.72500684690095,1647400
